,origin_airport_name,origin_airport_city,origin_airport_country,origin_airport_iata,origin_icao,origin_lat,origin_long,origin_altitude,origin_timezone
1893,Sochi International Airport,Sochi,Russia,AER,URSS,43.45,39.96,89.0,Europe/Moscow
1894,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,CYOW,45.32,-75.67,374.0,America/Toronto
1895,Islas Malvinas Airport,Rosario,Argentina,ROS,SAAR,-32.9,-60.78,85.0,America/Cordoba
1896,Sanya Phoenix International Airport,Sanya,China,SYX,ZJSY,18.3,109.41,92.0,Asia/Shanghai
1897,Ministro Pistarini International Airport,Buenos Aires,Argentina,EZE,SAEZ,-34.82,-58.54,67.0,America/Buenos_Aires
1898,Los Angeles International Airport,Los Angeles,United States,LAX,KLAX,33.94,-118.41,125.0,America/Los_Angeles
1899,Tampa International Airport,Tampa,United States,TPA,KTPA,27.98,-82.53,26.0,America/New_York
1900,Tianjin Binhai International Airport,Tianjin,China,TSN,ZBTJ,39.12,117.35,10.0,Asia/Shanghai
1901,Governador José Richa Airport,Londrina,Brazil,LDB,SBLO,-23.33,-51.13,1867.0,America/Sao_Paulo
1902,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,LIRF,41.8,12.24,13.0,Europe/Rome
1903,,,,,,,,,
1904,Nantes Atlantique Airport,Nantes,France,NTE,LFRS,47.15,-1.6099999999999999,90.0,Europe/Paris
1905,Zhengzhou Xinzheng International Airport,Zhengzhou,China,CGO,ZHCC,34.52,113.84,495.0,Asia/Shanghai
1906,Chubu Centrair International Airport,Nagoya,Japan,NGO,RJGG,34.86,136.8,15.0,Asia/Tokyo
1907,Governador Jorge Teixeira de Oliveira Airport,Porto Velho,Brazil,PVH,SBPV,-8.71,-63.9,290.0,America/Boa_Vista
1908,John Glenn Columbus International Airport,Columbus,United States,CMH,KCMH,40.0,-82.89,815.0,America/New_York
1909,Mehrabad International Airport,Teheran,Iran,THR,OIII,35.69,51.31,3962.0,Asia/Tehran
1910,Nashville International Airport,Nashville,United States,BNA,KBNA,36.12,-86.68,599.0,America/Chicago
1911,King Khaled International Airport,Riyadh,Saudi Arabia,RUH,OERK,24.96,46.7,2049.0,Asia/Riyadh
1912,Islas Malvinas Airport,Rosario,Argentina,ROS,SAAR,-32.9,-60.78,85.0,America/Cordoba
1913,Sofia Airport,Sofia,Bulgaria,SOF,LBSF,42.7,23.41,1742.0,Europe/Sofia
1914,Alfonso Bonilla Aragon International Airport,Cali,Colombia,CLO,SKCL,3.54,-76.38,3162.0,America/Bogota
1915,Alejandro Velasco Astete International Airport,Cuzco,Peru,CUZ,SPZO,-13.54,-71.94,10860.0,America/Lima
1916,Charleston Air Force Base-International Airport,Charleston,United States,CHS,KCHS,32.9,-80.04,46.0,America/New_York
1917,Catania-Fontanarossa Airport,Catania,Italy,CTA,LICC,37.47,15.07,39.0,Europe/Rome
1918,Diego Aracena Airport,Iquique,Chile,IQQ,SCDA,-20.54,-70.18,155.0,America/Santiago
1919,Orlando International Airport,Orlando,United States,MCO,KMCO,28.43,-81.31,96.0,America/New_York
1920,Mactan Cebu International Airport,Cebu,Philippines,CEB,RPVM,10.31,123.98,31.0,Asia/Manila
1921,La Araucanía Airport,Temuco,Chile,ZCO,SCQP,-38.93,-72.65,333.0,
1922,Milano Linate Airport,Milan,Italy,LIN,LIML,45.45,9.28,353.0,Europe/Rome
1923,Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,PTP,TFFR,16.27,-61.53,36.0,America/Guadeloupe
1924,Málaga Airport,Malaga,Spain,AGP,LEMG,36.67,-4.5,53.0,Europe/Madrid
1925,Boryspil International Airport,Kiev,Ukraine,KBP,UKBB,50.35,30.89,427.0,Europe/Kiev
1926,Leite Lopes Airport,Ribeirao Preto,Brazil,RAO,SBRP,-21.14,-47.78,1806.0,America/Sao_Paulo
1927,Des Moines International Airport,Des Moines,United States,DSM,KDSM,41.53,-93.66,958.0,America/Chicago
1928,Jorge Chávez International Airport,Lima,Peru,LIM,SPIM,-12.02,-77.11,113.0,America/Lima
1929,Dallas Love Field,Dallas,United States,DAL,KDAL,32.85,-96.85,487.0,America/Chicago
1930,Shanghai Hongqiao International Airport,Shanghai,China,SHA,ZSSS,31.2,121.34,10.0,Asia/Shanghai
1931,Platov International Airport,Rostov,Russia,ROV,URRP,47.49,39.92,213.0,Europe/Moscow
1932,San Francisco International Airport,San Francisco,United States,SFO,KSFO,37.62,-122.38,13.0,America/Los_Angeles
1933,Camilo Daza International Airport,Cucuta,Colombia,CUC,SKCC,7.93,-72.51,1096.0,America/Bogota
1934,Mariscal Sucre International Airport,Quito,Ecuador,UIO,SEQM,-0.13,-78.36,7841.0,America/Guayaquil
1935,John Glenn Columbus International Airport,Columbus,United States,CMH,KCMH,40.0,-82.89,815.0,America/New_York
1936,Afonso Pena Airport,Curitiba,Brazil,CWB,SBCT,-25.53,-49.18,2988.0,America/Sao_Paulo
1937,General Mitchell International Airport,Milwaukee,United States,MKE,KMKE,42.95,-87.9,723.0,America/Chicago
1938,San Pedro Airport,San Pedro,Belize,SPR,MZSP,17.91,-87.97,4.0,America/Belize
1939,Capitan FAP Carlos Martinez De Pinillos International Airport,Trujillo,Peru,TRU,SPRU,-8.08,-79.11,106.0,America/Lima
1940,Senador Petrônio Portela Airport,Teresina,Brazil,THE,SBTE,-5.06,-42.82,219.0,America/Fortaleza
1941,Santa Maria Airport,Aracaju,Brazil,AJU,SBAR,-10.98,-37.07,23.0,America/Fortaleza
1942,Matecaña International Airport,Pereira,Colombia,PEI,SKPE,4.8100000000000005,-75.74,4416.0,America/Bogota
1943,Juanda International Airport,Surabaya,Indonesia,SUB,WARR,-7.38,112.79,9.0,Asia/Jakarta
1944,Lester B. Pearson International Airport,Toronto,Canada,YYZ,CYYZ,43.68,-79.63,569.0,America/Toronto
1945,Presidente Peron Airport,Neuquen,Argentina,NQN,SAZN,-38.95,-68.16,895.0,America/Argentina/Salta
1946,Stavanger Airport Sola,Stavanger,Norway,SVG,ENZV,58.88,5.64,29.0,Europe/Oslo
1947,El Plumerillo Airport,Mendoza,Argentina,MDZ,SAME,-32.83,-68.79,2310.0,America/Mendoza
1948,Teniente Av. Jorge Henrich Arauz Airport,Trinidad,Bolivia,TDD,SLTR,-14.82,-64.92,509.0,America/La_Paz
1949,Governador Aluízio Alves International Airport,Natal,Brazil,NAT,SBSG,-5.77,-35.38,272.0,America/Fortaleza
1950,Hong Kong International Airport,Hong Kong,Hong Kong,HKG,VHHH,22.31,113.92,28.0,Asia/Hong_Kong
1951,Capitan Oriel Lea Plaza Airport,Tarija,Bolivia,TJA,SLTJ,-21.56,-64.7,6079.0,America/La_Paz
1952,Charles de Gaulle International Airport,Paris,France,CDG,LFPG,49.01,2.55,392.0,Europe/Paris
1953,Kraków John Paul II International Airport,Krakow,Poland,KRK,EPKK,50.08,19.78,791.0,Europe/Warsaw
1954,Kazan International Airport,Kazan,Russia,KZN,UWKD,55.61,49.28,411.0,Europe/Moscow
1955,Los Angeles International Airport,Los Angeles,United States,LAX,KLAX,33.94,-118.41,125.0,America/Los_Angeles
1956,Phoenix Sky Harbor International Airport,Phoenix,United States,PHX,KPHX,33.43,-112.01,1135.0,America/Phoenix
1957,Chennai International Airport,Madras,India,MAA,VOMM,12.99,80.17,52.0,Asia/Calcutta
1958,Southwest Florida International Airport,Fort Myers,United States,RSW,KRSW,26.54,-81.76,30.0,America/New_York
1959,St Louis Lambert International Airport,St. Louis,United States,STL,KSTL,38.75,-90.37,618.0,America/Chicago
1960,Bordeaux-Mérignac Airport,Bordeaux,France,BOD,LFBD,44.83,-0.72,162.0,Europe/Paris
1961,General Mariano Escobedo International Airport,Monterrey,Mexico,MTY,MMMY,25.78,-100.11,1278.0,America/Mexico_City
1962,Miami International Airport,Miami,United States,MIA,KMIA,25.79,-80.29,8.0,America/New_York
1963,,,,,,,,,
1964,Chengdu Shuangliu International Airport,Chengdu,China,CTU,ZUUU,30.58,103.95,1625.0,Asia/Shanghai
1965,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,LIRF,41.8,12.24,13.0,Europe/Rome
1966,Kurumoch International Airport,Samara,Russia,KUF,UWWW,53.5,50.16,477.0,Europe/Samara
1967,Enrique Olaya Herrera Airport,Medellin,Colombia,EOH,SKMD,6.22,-75.59,4949.0,America/Bogota
1968,Stockholm-Arlanda Airport,Stockholm,Sweden,ARN,ESSA,59.65,17.92,137.0,Europe/Stockholm
1969,,,,,,,,,
1970,Düsseldorf Airport,Duesseldorf,Germany,DUS,EDDL,51.29,6.77,147.0,Europe/Berlin
1971,Ted Stevens Anchorage International Airport,Anchorage,United States,ANC,PANC,61.17,-150.0,152.0,America/Anchorage
1972,Juana Azurduy De Padilla Airport,Sucre,Bolivia,SRE,SLSU,-19.01,-65.29,9540.0,America/La_Paz
1973,Krasnodar Pashkovsky International Airport,Krasnodar,Russia,KRR,URKK,45.03,39.17,118.0,Europe/Moscow
1974,Antalya International Airport,Antalya,Turkey,AYT,LTAI,36.9,30.8,177.0,Europe/Istanbul
1975,,,,,,,,,
1976,Marechal Rondon Airport,Cuiaba,Brazil,CGB,SBCY,-15.65,-56.12,617.0,America/Campo_Grande
1977,Regional de Maringá - Sílvio Nane Junior Airport,Maringa,Brazil,MGF,SBMG,-23.48,-52.01,1788.0,America/Sao_Paulo
1978,Juanda International Airport,Surabaya,Indonesia,SUB,WARR,-7.38,112.79,9.0,Asia/Jakarta
1979,Hangzhou Xiaoshan International Airport,Hangzhou,China,HGH,ZSHC,30.23,120.43,23.0,Asia/Shanghai
1980,Henri Coandă International Airport,Bucharest,Romania,OTP,LROP,44.57,26.09,314.0,Europe/Bucharest
1981,Incheon International Airport,Seoul,South Korea,ICN,RKSI,37.47,126.45,23.0,Asia/Seoul
1982,Sacramento International Airport,Sacramento,United States,SMF,KSMF,38.7,-121.59,27.0,America/Los_Angeles
1983,Geneva Cointrin International Airport,Geneva,Switzerland,GVA,LSGG,46.24,6.11,1411.0,Europe/Paris
1984,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.03,8.57,364.0,Europe/Berlin
1985,Suvarnabhumi Airport,Bangkok,Thailand,BKK,VTBS,13.68,100.75,5.0,Asia/Bangkok
1986,Don Mueang International Airport,Bangkok,Thailand,DMK,VTBD,13.91,100.61,9.0,Asia/Bangkok
1987,Eurico de Aguiar Salles Airport,Vitoria,Brazil,VIX,SBVT,-20.26,-40.29,11.0,America/Sao_Paulo
1988,Sunan Shuofang International Airport,Wuxi,China,WUX,ZSWX,31.49,120.43,24.0,Asia/Shanghai
1989,Tocumen International Airport,Panama City,Panama,PTY,MPTO,9.07,-79.38,135.0,America/Panama
1990,Dallas Love Field,Dallas,United States,DAL,KDAL,32.85,-96.85,487.0,America/Chicago
1991,Nanning Wuxu Airport,Nanning,China,NNG,ZGNN,22.61,108.17,421.0,Asia/Shanghai
1992,Edmonton International Airport,Edmonton,Canada,YEG,CYEG,53.31,-113.58,2373.0,America/Edmonton
1993,Shanghai Pudong International Airport,Shanghai,China,PVG,ZSPD,31.14,121.81,13.0,Asia/Shanghai
1994,John Glenn Columbus International Airport,Columbus,United States,CMH,KCMH,40.0,-82.89,815.0,America/New_York
1995,Gerald R. Ford International Airport,Grand Rapids,United States,GRR,KGRR,42.88,-85.52,794.0,America/New_York
1996,,,,,,,,,
1997,Cataratas International Airport,Foz Do Iguacu,Brazil,IGU,SBFI,-25.6,-54.49,786.0,America/Sao_Paulo
1998,Munich Airport,Munich,Germany,MUC,EDDM,48.35,11.79,1487.0,Europe/Berlin
1999,Liuting Airport,Qingdao,China,TAO,ZSQD,36.27,120.37,33.0,Asia/Shanghai
2000,Eppley Airfield,Omaha,United States,OMA,KOMA,41.3,-95.89,984.0,America/Chicago
2001,Wenzhou Longwan International Airport,Wenzhou,China,WNZ,ZSWZ,27.91,120.85,0.0,Asia/Shanghai
2002,Jorge Wilsterman International Airport,Cochabamba,Bolivia,CBB,SLCB,-17.42,-66.18,8360.0,America/La_Paz
2003,Stavanger Airport Sola,Stavanger,Norway,SVG,ENZV,58.88,5.64,29.0,Europe/Oslo
2004,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,YWG,CYWG,49.91,-97.24,783.0,America/Winnipeg
2005,Portland International Airport,Portland,United States,PDX,KPDX,45.59,-122.6,31.0,America/Los_Angeles
2006,Philadelphia International Airport,Philadelphia,United States,PHL,KPHL,39.87,-75.24,36.0,America/New_York
2007,Guilin Liangjiang International Airport,Guilin,China,KWL,ZGKL,25.22,110.04,570.0,Asia/Shanghai
2008,Vitória da Conquista Airport,Vitória Da Conquista,Brazil,VDC,SBQV,-14.86,-40.86,3002.0,America/Fortaleza
2009,Indira Gandhi International Airport,Delhi,India,DEL,VIDP,28.57,77.1,777.0,Asia/Calcutta
2010,King Khaled International Airport,Riyadh,Saudi Arabia,RUH,OERK,24.96,46.7,2049.0,Asia/Riyadh
2011,Eppley Airfield,Omaha,United States,OMA,KOMA,41.3,-95.89,984.0,America/Chicago
2012,Denver International Airport,Denver,United States,DEN,KDEN,39.86,-104.67,5431.0,America/Denver
2013,Changsha Huanghua International Airport,Changcha,China,CSX,ZGHA,28.19,113.22,217.0,Asia/Shanghai
2014,Jeju International Airport,Cheju,South Korea,CJU,RKPC,33.51,126.49,118.0,Asia/Seoul
2015,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,GIG,SBGL,-22.81,-43.25,28.0,America/Sao_Paulo
2016,Il Caravaggio International Airport,Bergamo,Italy,BGY,LIME,45.67,9.7,782.0,Europe/Rome
2017,Regional de Maringá - Sílvio Nane Junior Airport,Maringa,Brazil,MGF,SBMG,-23.48,-52.01,1788.0,America/Sao_Paulo
2018,Nanning Wuxu Airport,Nanning,China,NNG,ZGNN,22.61,108.17,421.0,Asia/Shanghai
2019,Des Moines International Airport,Des Moines,United States,DSM,KDSM,41.53,-93.66,958.0,America/Chicago
2020,San Francisco International Airport,San Francisco,United States,SFO,KSFO,37.62,-122.38,13.0,America/Los_Angeles
2021,San Pedro Airport,San Pedro,Belize,SPR,MZSP,17.91,-87.97,4.0,America/Belize
2022,Sanya Phoenix International Airport,Sanya,China,SYX,ZJSY,18.3,109.41,92.0,Asia/Shanghai
2023,Yangon International Airport,Yangon,Burma,RGN,VYYY,16.91,96.13,109.0,Asia/Rangoon
2024,Campo Grande Airport,Campo Grande,Brazil,CGR,SBCG,-20.47,-54.67,1833.0,America/Campo_Grande
2025,Tenerife Norte Airport,Tenerife,Spain,TFN,GCXO,28.48,-16.34,2076.0,Atlantic/Canary
2026,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,DFW,KDFW,32.9,-97.04,607.0,America/Chicago
2027,Catania-Fontanarossa Airport,Catania,Italy,CTA,LICC,37.47,15.07,39.0,Europe/Rome
2028,Islas Malvinas Airport,Rosario,Argentina,ROS,SAAR,-32.9,-60.78,85.0,America/Cordoba
2029,Bologna Guglielmo Marconi Airport,Bologna,Italy,BLQ,LIPE,44.54,11.29,123.0,Europe/Rome
2030,Henri Coandă International Airport,Bucharest,Romania,OTP,LROP,44.57,26.09,314.0,Europe/Bucharest
2031,Pinto Martins International Airport,Fortaleza,Brazil,FOR,SBFZ,-3.7800000000000002,-38.53,82.0,America/Fortaleza
2032,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.31,4.76,-11.0,Europe/Amsterdam
2033,Edinburgh Airport,Edinburgh,United Kingdom,EDI,EGPH,55.95,-3.37,135.0,Europe/London
2034,Capitan Oriel Lea Plaza Airport,Tarija,Bolivia,TJA,SLTJ,-21.56,-64.7,6079.0,America/La_Paz
2035,Wenzhou Longwan International Airport,Wenzhou,China,WNZ,ZSWZ,27.91,120.85,0.0,Asia/Shanghai
2036,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,KUL,WMKK,2.75,101.71,69.0,Asia/Kuala_Lumpur
2037,Toulouse-Blagnac Airport,Toulouse,France,TLS,LFBO,43.63,1.3599999999999999,499.0,Europe/Paris
2038,Tianjin Binhai International Airport,Tianjin,China,TSN,ZBTJ,39.12,117.35,10.0,Asia/Shanghai
2039,Tucson International Airport,Tucson,United States,TUS,KTUS,32.12,-110.94,2643.0,America/Phoenix
2040,George Bush Intercontinental Houston Airport,Houston,United States,IAH,KIAH,29.98,-95.34,97.0,America/Chicago
2041,Catania-Fontanarossa Airport,Catania,Italy,CTA,LICC,37.47,15.07,39.0,Europe/Rome
2042,Memphis International Airport,Memphis,United States,MEM,KMEM,35.04,-89.98,341.0,America/Chicago
2043,Deputado Luiz Eduardo Magalhães International Airport,Salvador,Brazil,SSA,SBSV,-12.91,-38.32,64.0,America/Fortaleza
2044,Lihue Airport,Lihue,United States,LIH,PHLI,21.98,-159.34,153.0,Pacific/Honolulu
2045,Rodríguez Ballón International Airport,Arequipa,Peru,AQP,SPQU,-16.34,-71.58,8405.0,America/Lima
2046,Capitan FAP Carlos Martinez De Pinillos International Airport,Trujillo,Peru,TRU,SPRU,-8.08,-79.11,106.0,America/Lima
2047,Xiamen Gaoqi International Airport,Xiamen,China,XMN,ZSAM,24.54,118.13,59.0,Asia/Shanghai
2048,Palm Beach International Airport,West Palm Beach,United States,PBI,KPBI,26.68,-80.1,19.0,America/New_York
2049,José Joaquín de Olmedo International Airport,Guayaquil,Ecuador,GYE,SEGU,-2.16,-79.88,19.0,America/Guayaquil
2050,Ürümqi Diwopu International Airport,Urumqi,China,URC,ZWWW,43.91,87.47,2125.0,Asia/Shanghai
2051,Gerald R. Ford International Airport,Grand Rapids,United States,GRR,KGRR,42.88,-85.52,794.0,America/New_York
2052,Carriel Sur Airport,Concepcion,Chile,CCP,SCIE,-36.77,-73.06,26.0,America/Santiago
2053,El Dorado International Airport,Bogota,Colombia,BOG,SKBO,4.7,-74.15,8361.0,America/Bogota
2054,,,,,,,,,
2055,Chengdu Shuangliu International Airport,Chengdu,China,CTU,ZUUU,30.58,103.95,1625.0,Asia/Shanghai
2056,Kempegowda International Airport,Bangalore,India,BLR,VOBL,13.2,77.71,3000.0,Asia/Calcutta
2057,Fukuoka Airport,Fukuoka,Japan,FUK,RJFF,33.59,130.45,32.0,Asia/Tokyo
2058,Lyon Saint-Exupéry Airport,Lyon,France,LYS,LFLL,45.73,5.08,821.0,Europe/Paris
2059,Guangzhou Baiyun International Airport,Guangzhou,China,CAN,ZGGG,23.39,113.3,50.0,Asia/Shanghai
2060,Piarco International Airport,Port-of-spain,Trinidad and Tobago,POS,TTPP,10.6,-61.34,58.0,America/Port_of_Spain
2061,Ninoy Aquino International Airport,Manila,Philippines,MNL,RPLL,14.51,121.02,75.0,Asia/Manila
2062,Los Garzones Airport,Monteria,Colombia,MTR,SKMR,8.82,-75.83,36.0,America/Bogota
2063,Santa Maria Airport,Aracaju,Brazil,AJU,SBAR,-10.98,-37.07,23.0,America/Fortaleza
2064,Ernesto Cortissoz International Airport,Barranquilla,Colombia,BAQ,SKBQ,10.89,-74.78,98.0,America/Bogota
2065,Malvinas Argentinas Airport,Ushuaia,Argentina,USH,SAWH,-54.84,-68.3,102.0,America/Argentina/Ushuaia
2066,Alberto Alcolumbre Airport,Macapa,Brazil,MCP,SBMQ,0.05,-51.07,56.0,America/Fortaleza
2067,Malvinas Argentinas Airport,Ushuaia,Argentina,USH,SAWH,-54.84,-68.3,102.0,America/Argentina/Ushuaia
2068,Minsk National Airport,Minsk 2,Belarus,MSQ,UMMS,53.88,28.03,670.0,Europe/Minsk
2069,Rafael Nuñez International Airport,Cartagena,Colombia,CTG,SKCG,10.44,-75.51,4.0,America/Bogota
2070,Ministro Victor Konder International Airport,Navegantes,Brazil,NVT,SBNF,-26.88,-48.65,18.0,America/Sao_Paulo
2071,Pinto Martins International Airport,Fortaleza,Brazil,FOR,SBFZ,-3.7800000000000002,-38.53,82.0,America/Fortaleza
2072,Pinto Martins International Airport,Fortaleza,Brazil,FOR,SBFZ,-3.7800000000000002,-38.53,82.0,America/Fortaleza
2073,Zhoushuizi Airport,Dalian,China,DLC,ZYTL,38.97,121.54,107.0,Asia/Shanghai
2074,Chhatrapati Shivaji International Airport,Mumbai,India,BOM,VABB,19.09,72.87,39.0,Asia/Calcutta
2075,Simón Bolívar International Airport,Santa Marta,Colombia,SMR,SKSM,11.12,-74.23,22.0,America/Bogota
2076,General Mitchell International Airport,Milwaukee,United States,MKE,KMKE,42.95,-87.9,723.0,America/Chicago
2077,Marechal Cunha Machado International Airport,Sao Luis,Brazil,SLZ,SBSL,-2.59,-44.23,178.0,America/Fortaleza
2078,Los Cabos International Airport,San Jose Del Cabo,Mexico,SJD,MMSD,23.15,-109.72,374.0,America/Mazatlan
2079,Tenerife South Airport,Tenerife,Spain,TFS,GCTS,28.04,-16.57,209.0,Atlantic/Canary
2080,Piarco International Airport,Port-of-spain,Trinidad and Tobago,POS,TTPP,10.6,-61.34,58.0,America/Port_of_Spain
2081,Changsha Huanghua International Airport,Changcha,China,CSX,ZGHA,28.19,113.22,217.0,Asia/Shanghai
2082,Simferopol International Airport,Simferopol,Ukraine,SIP,UKFF,45.05,33.98,639.0,Europe/Simferopol
2083,Portland International Airport,Portland,United States,PDX,KPDX,45.59,-122.6,31.0,America/Los_Angeles
2084,Geneva Cointrin International Airport,Geneva,Switzerland,GVA,LSGG,46.24,6.11,1411.0,Europe/Paris
2085,Gerald R. Ford International Airport,Grand Rapids,United States,GRR,KGRR,42.88,-85.52,794.0,America/New_York
2086,Malvinas Argentinas Airport,Ushuaia,Argentina,USH,SAWH,-54.84,-68.3,102.0,America/Argentina/Ushuaia
2087,Ted Stevens Anchorage International Airport,Anchorage,United States,ANC,PANC,61.17,-150.0,152.0,America/Anchorage
2088,Sunan Shuofang International Airport,Wuxi,China,WUX,ZSWX,31.49,120.43,24.0,Asia/Shanghai
2089,Kunming Changshui International Airport,Kunming,China,KMG,ZPPP,25.1,102.93,6903.0,Asia/Shanghai
2090,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,AUH,OMAA,24.43,54.65,88.0,Asia/Dubai
2091,Eurico de Aguiar Salles Airport,Vitoria,Brazil,VIX,SBVT,-20.26,-40.29,11.0,America/Sao_Paulo
2092,Shijiazhuang Daguocun International Airport,Shijiazhuang,China,SJW,ZBSJ,38.28,114.7,233.0,Asia/Shanghai
2093,Tribhuvan International Airport,Kathmandu,Nepal,KTM,VNKT,27.7,85.36,4390.0,Asia/Katmandu
2094,Gdańsk Lech Wałęsa Airport,Gdansk,Poland,GDN,EPGD,54.38,18.47,489.0,Europe/Warsaw
2095,Denver International Airport,Denver,United States,DEN,KDEN,39.86,-104.67,5431.0,America/Denver
2096,Zagreb Airport,Zagreb,Croatia,ZAG,LDZA,45.74,16.07,353.0,Europe/Zagreb
2097,Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,Mexico,PVR,MMPR,20.68,-105.25,23.0,America/Mexico_City
2098,Kelowna International Airport,Kelowna,Canada,YLW,CYLW,49.96,-119.38,1421.0,America/Vancouver
2099,Ürümqi Diwopu International Airport,Urumqi,China,URC,ZWWW,43.91,87.47,2125.0,Asia/Shanghai
2100,Marseille Provence Airport,Marseille,France,MRS,LFML,43.44,5.22,74.0,Europe/Paris
2101,George Bush Intercontinental Houston Airport,Houston,United States,IAH,KIAH,29.98,-95.34,97.0,America/Chicago
2102,La Florida Airport,La Serena,Chile,LSC,SCSE,-29.92,-71.2,481.0,America/Santiago
2103,Xining Caojiabu Airport,Xining,China,XNN,ZLXN,36.53,102.04,7119.0,Asia/Shanghai
2104,Vnukovo International Airport,Moscow,Russia,VKO,UUWW,55.59,37.26,685.0,Europe/Moscow
2105,Presidente Peron Airport,Neuquen,Argentina,NQN,SAZN,-38.95,-68.16,895.0,America/Argentina/Salta
2106,Kelowna International Airport,Kelowna,Canada,YLW,CYLW,49.96,-119.38,1421.0,America/Vancouver
2107,Lihue Airport,Lihue,United States,LIH,PHLI,21.98,-159.34,153.0,Pacific/Honolulu
2108,Sunan Shuofang International Airport,Wuxi,China,WUX,ZSWX,31.49,120.43,24.0,Asia/Shanghai
2109,Lanzhou Zhongchuan Airport,Lanzhou,China,LHW,ZLLL,36.52,103.62,6388.0,Asia/Shanghai
2110,Santos Dumont Airport,Rio De Janeiro,Brazil,SDU,SBRJ,-22.91,-43.16,11.0,America/Sao_Paulo
2111,Deputado Luiz Eduardo Magalhães International Airport,Salvador,Brazil,SSA,SBSV,-12.91,-38.32,64.0,America/Fortaleza
2112,Muscat International Airport,Muscat,Oman,MCT,OOMS,23.59,58.28,48.0,Asia/Muscat
2113,Tocumen International Airport,Panama City,Panama,PTY,MPTO,9.07,-79.38,135.0,America/Panama
2114,Cataratas Del Iguazú International Airport,Iguazu Falls,Argentina,IGR,SARI,-25.74,-54.47,916.0,America/Cordoba
2115,Stockholm-Arlanda Airport,Stockholm,Sweden,ARN,ESSA,59.65,17.92,137.0,Europe/Stockholm
2116,Khrabrovo Airport,Kaliningrad,Russia,KGD,UMKK,54.89,20.59,42.0,Europe/Kaliningrad
2117,Shanghai Pudong International Airport,Shanghai,China,PVG,ZSPD,31.14,121.81,13.0,Asia/Shanghai
2118,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.98,-87.9,672.0,America/Chicago
2119,Stockholm-Arlanda Airport,Stockholm,Sweden,ARN,ESSA,59.65,17.92,137.0,Europe/Stockholm
2120,Memphis International Airport,Memphis,United States,MEM,KMEM,35.04,-89.98,341.0,America/Chicago
2121,Berlin-Tegel Airport,Berlin,Germany,TXL,EDDT,52.56,13.29,122.0,Europe/Berlin
2122,Sunan Shuofang International Airport,Wuxi,China,WUX,ZSWX,31.49,120.43,24.0,Asia/Shanghai
2123,Sultan Aji Muhamad Sulaiman Airport,Balikpapan,Indonesia,BPN,WALL,-1.27,116.89,12.0,Asia/Makassar
2124,John Wayne Airport-Orange County Airport,Santa Ana,United States,SNA,KSNA,33.68,-117.87,56.0,America/Los_Angeles
2125,Glasgow International Airport,Glasgow,United Kingdom,GLA,EGPF,55.87,-4.43,26.0,Europe/London
2126,Teniente Av. Jorge Henrich Arauz Airport,Trinidad,Bolivia,TDD,SLTR,-14.82,-64.92,509.0,America/La_Paz
2127,Charles de Gaulle International Airport,Paris,France,CDG,LFPG,49.01,2.55,392.0,Europe/Paris
2128,Palm Beach International Airport,West Palm Beach,United States,PBI,KPBI,26.68,-80.1,19.0,America/New_York
2129,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,CYOW,45.32,-75.67,374.0,America/Toronto
2130,"Tromsø Airport,",Tromso,Norway,TOS,ENTC,69.68,18.92,31.0,Europe/Oslo
2131,Tocumen International Airport,Panama City,Panama,PTY,MPTO,9.07,-79.38,135.0,America/Panama
2132,Naha Airport,Okinawa,Japan,OKA,ROAH,26.2,127.65,12.0,Asia/Tokyo
2133,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,LIS,LPPT,38.78,-9.14,374.0,Europe/Lisbon
2134,Zagreb Airport,Zagreb,Croatia,ZAG,LDZA,45.74,16.07,353.0,Europe/Zagreb
2135,Guangzhou Baiyun International Airport,Guangzhou,China,CAN,ZGGG,23.39,113.3,50.0,Asia/Shanghai
2136,Glasgow International Airport,Glasgow,United Kingdom,GLA,EGPF,55.87,-4.43,26.0,Europe/London
2137,Baita International Airport,Hohhot,China,HET,ZBHH,40.85,111.82,3556.0,Asia/Shanghai
2138,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.03,8.57,364.0,Europe/Berlin
2139,San Pedro Airport,San Pedro,Belize,SPR,MZSP,17.91,-87.97,4.0,America/Belize
2140,Kazan International Airport,Kazan,Russia,KZN,UWKD,55.61,49.28,411.0,Europe/Moscow
