,origin_airport_name,origin_airport_city,origin_airport_country,origin_airport_iata,origin_icao,origin_lat,origin_long,origin_altitude,origin_timezone
236,Manchester Airport,Manchester,United Kingdom,MAN,EGCC,53.35,-2.27,257.0,Europe/London
237,Liuting Airport,Qingdao,China,TAO,ZSQD,36.27,120.37,33.0,Asia/Shanghai
238,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,CVG,KCVG,39.05,-84.67,896.0,America/New_York
239,Stuttgart Airport,Stuttgart,Germany,STR,EDDS,48.69,9.22,1276.0,Europe/Berlin
240,Louisville International Standiford Field,Louisville,United States,SDF,KSDF,38.17,-85.74,501.0,America/New_York
241,Simón Bolívar International Airport,Santa Marta,Colombia,SMR,SKSM,11.12,-74.23,22.0,America/Bogota
242,Presidente Peron Airport,Neuquen,Argentina,NQN,SAZN,-38.95,-68.16,895.0,America/Argentina/Salta
243,Phoenix Sky Harbor International Airport,Phoenix,United States,PHX,KPHX,33.43,-112.01,1135.0,America/Phoenix
244,Simón Bolívar International Airport,Caracas,Venezuela,CCS,SVMI,10.6,-66.99,234.0,America/Caracas
245,London Heathrow Airport,London,United Kingdom,LHR,EGLL,51.47,-0.46,83.0,Europe/London
246,Ürümqi Diwopu International Airport,Urumqi,China,URC,ZWWW,43.91,87.47,2125.0,Asia/Shanghai
247,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.31,4.76,-11.0,Europe/Amsterdam
248,Hasanuddin International Airport,Ujung Pandang,Indonesia,UPG,WAAA,-5.06,119.55,47.0,Asia/Makassar
249,Ingeniero Ambrosio Taravella Airport,Cordoba,Argentina,COR,SACO,-31.32,-64.21,1604.0,America/Cordoba
250,Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,Brazil,BEL,SBBE,-1.38,-48.48,54.0,America/Belem
251,Kagoshima Airport,Kagoshima,Japan,KOJ,RJFK,31.8,130.72,906.0,Asia/Tokyo
252,Rafael Nuñez International Airport,Cartagena,Colombia,CTG,SKCG,10.44,-75.51,4.0,America/Bogota
253,Baita International Airport,Hohhot,China,HET,ZBHH,40.85,111.82,3556.0,Asia/Shanghai
254,Tocumen International Airport,Panama City,Panama,PTY,MPTO,9.07,-79.38,135.0,America/Panama
255,Bradley International Airport,Windsor Locks,United States,BDL,KBDL,41.94,-72.68,173.0,America/New_York
256,Hercílio Luz International Airport,Florianopolis,Brazil,FLN,SBFL,-27.67,-48.55,16.0,America/Sao_Paulo
257,San Francisco International Airport,San Francisco,United States,SFO,KSFO,37.62,-122.38,13.0,America/Los_Angeles
258,Andrés Sabella Gálvez International Airport,Antofagasta,Chile,ANF,SCFA,-23.44,-70.45,455.0,America/Santiago
259,Sheremetyevo International Airport,Moscow,Russia,SVO,UUEE,55.97,37.41,622.0,Europe/Moscow
260,Sheremetyevo International Airport,Moscow,Russia,SVO,UUEE,55.97,37.41,622.0,Europe/Moscow
261,Bob Hope Airport,Burbank,United States,BUR,KBUR,34.2,-118.36,778.0,America/Los_Angeles
262,Zhuhai Jinwan Airport,Zhuhai,China,ZUH,ZGSD,22.01,113.38,23.0,Asia/Shanghai
263,Pinto Martins International Airport,Fortaleza,Brazil,FOR,SBFZ,-3.7800000000000002,-38.53,82.0,America/Fortaleza
264,Jieyang Chaoshan International Airport,Shantou,China,SWA,ZGOW,23.55,116.5,0.0,Asia/Shanghai
265,Lijiang Airport,Lijiang,China,LJG,ZPLJ,26.68,100.25,0.0,Asia/Shanghai
266,Lanzarote Airport,Arrecife,Spain,ACE,GCRR,28.95,-13.61,46.0,Atlantic/Canary
267,Vilnius International Airport,Vilnius,Lithuania,VNO,EYVI,54.63,25.29,648.0,Europe/Vilnius
268,Xiamen Gaoqi International Airport,Xiamen,China,XMN,ZSAM,24.54,118.13,59.0,Asia/Shanghai
269,Chiang Mai International Airport,Chiang Mai,Thailand,CNX,VTCC,18.77,98.96,1036.0,Asia/Bangkok
270,Albuquerque International Sunport,Albuquerque,United States,ABQ,KABQ,35.04,-106.61,5355.0,America/Denver
271,Presidente Castro Pinto International Airport,Joao Pessoa,Brazil,JPA,SBJP,-7.15,-34.95,217.0,America/Fortaleza
272,Los Angeles International Airport,Los Angeles,United States,LAX,KLAX,33.94,-118.41,125.0,America/Los_Angeles
273,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,Peru,TPP,SPST,-6.51,-76.37,869.0,America/Lima
274,Yangon International Airport,Yangon,Burma,RGN,VYYY,16.91,96.13,109.0,Asia/Rangoon
275,Marseille Provence Airport,Marseille,France,MRS,LFML,43.44,5.22,74.0,Europe/Paris
276,Zumbi dos Palmares Airport,Maceio,Brazil,MCZ,SBMO,-9.51,-35.79,387.0,America/Fortaleza
277,Memphis International Airport,Memphis,United States,MEM,KMEM,35.04,-89.98,341.0,America/Chicago
278,Barcelona International Airport,Barcelona,Spain,BCN,LEBL,41.3,2.08,12.0,Europe/Madrid
279,Stuttgart Airport,Stuttgart,Germany,STR,EDDS,48.69,9.22,1276.0,Europe/Berlin
280,Ronald Reagan Washington National Airport,Washington,United States,DCA,KDCA,38.85,-77.04,15.0,America/New_York
281,Afonso Pena Airport,Curitiba,Brazil,CWB,SBCT,-25.53,-49.18,2988.0,America/Sao_Paulo
282,Spokane International Airport,Spokane,United States,GEG,KGEG,47.62,-117.53,2376.0,America/Los_Angeles
283,Teniente Benjamin Matienzo Airport,Tucuman,Argentina,TUC,SANT,-26.84,-65.1,1493.0,America/Argentina/Tucuman
284,Presidente Peron Airport,Neuquen,Argentina,NQN,SAZN,-38.95,-68.16,895.0,America/Argentina/Salta
285,Ingeniero Ambrosio Taravella Airport,Cordoba,Argentina,COR,SACO,-31.32,-64.21,1604.0,America/Cordoba
286,Piarco International Airport,Port-of-spain,Trinidad and Tobago,POS,TTPP,10.6,-61.34,58.0,America/Port_of_Spain
287,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,MSP,KMSP,44.88,-93.22,841.0,America/Chicago
288,Pulkovo Airport,St. Petersburg,Russia,LED,ULLI,59.8,30.26,78.0,Europe/Moscow
289,Birmingham International Airport,Birmingham,United Kingdom,BHX,EGBB,52.45,-1.75,327.0,Europe/London
290,Naha Airport,Okinawa,Japan,OKA,ROAH,26.2,127.65,12.0,Asia/Tokyo
291,Hefei Luogang International Airport,Hefei,China,HFE,ZSOF,31.78,117.3,108.0,Asia/Shanghai
292,Camilo Daza International Airport,Cucuta,Colombia,CUC,SKCC,7.93,-72.51,1096.0,America/Bogota
293,Gustavo Rojas Pinilla International Airport,San Andres Island,Colombia,ADZ,SKSP,12.58,-81.71,19.0,America/Bogota
294,Valencia Airport,Valencia,Spain,VLC,LEVC,39.49,-0.48,240.0,Europe/Madrid
295,Cologne Bonn Airport,Cologne,Germany,CGN,EDDK,50.87,7.14,302.0,Europe/Berlin
296,Kunming Changshui International Airport,Kunming,China,KMG,ZPPP,25.1,102.93,6903.0,Asia/Shanghai
297,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,CVG,KCVG,39.05,-84.67,896.0,America/New_York
298,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,LUX,ELLX,49.62,6.2,1234.0,Europe/Luxembourg
299,Koltsovo Airport,Yekaterinburg,Russia,SVX,USSS,56.74,60.8,764.0,Asia/Yekaterinburg
300,Yaoqiang Airport,Jinan,China,TNA,ZSJN,36.86,117.22,76.0,Asia/Shanghai
301,Zürich Airport,Zurich,Switzerland,ZRH,LSZH,47.46,8.55,1416.0,Europe/Zurich
302,Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,HER,LGIR,35.34,25.18,115.0,Europe/Athens
303,El Dorado International Airport,Bogota,Colombia,BOG,SKBO,4.7,-74.15,8361.0,America/Bogota
304,John Wayne Airport-Orange County Airport,Santa Ana,United States,SNA,KSNA,33.68,-117.87,56.0,America/Los_Angeles
305,Tocumen International Airport,Panama City,Panama,PTY,MPTO,9.07,-79.38,135.0,America/Panama
306,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,LEPA,39.55,2.74,27.0,Europe/Madrid
307,Maestro Wilson Fonseca Airport,Santarem,Brazil,STM,SBSN,-2.42,-54.79,198.0,America/Belem
308,Yantai Laishan Airport,Yantai,China,YNT,ZSYT,37.4,121.37,59.0,Asia/Shanghai
309,Ürümqi Diwopu International Airport,Urumqi,China,URC,ZWWW,43.91,87.47,2125.0,Asia/Shanghai
310,Istanbul Airport,Istanbul,Turkey,IST,LTFM,41.28,28.75,325.0,
311,Chennai International Airport,Madras,India,MAA,VOMM,12.99,80.17,52.0,Asia/Calcutta
312,Inca Manco Capac International Airport,Juliaca,Peru,JUL,SPJL,-15.47,-70.16,12552.0,America/Lima
313,,,,,,,,,
314,Oslo Lufthavn,Oslo,Norway,OSL,ENGM,60.12,11.05,681.0,Europe/Oslo
315,Beijing Capital International Airport,Beijing,China,PEK,ZBAA,40.08,116.58,116.0,Asia/Shanghai
316,Reno Tahoe International Airport,Reno,United States,RNO,KRNO,39.5,-119.77,4415.0,America/Los_Angeles
317,Southwest Florida International Airport,Fort Myers,United States,RSW,KRSW,26.54,-81.76,30.0,America/New_York
318,Stockholm-Arlanda Airport,Stockholm,Sweden,ARN,ESSA,59.65,17.92,137.0,Europe/Stockholm
319,Chennai International Airport,Madras,India,MAA,VOMM,12.99,80.17,52.0,Asia/Calcutta
320,Nanning Wuxu Airport,Nanning,China,NNG,ZGNN,22.61,108.17,421.0,Asia/Shanghai
321,Hasanuddin International Airport,Ujung Pandang,Indonesia,UPG,WAAA,-5.06,119.55,47.0,Asia/Makassar
322,Norfolk International Airport,Norfolk,United States,ORF,KORF,36.89,-76.2,26.0,America/New_York
323,John F Kennedy International Airport,New York,United States,JFK,KJFK,40.64,-73.78,13.0,America/New_York
324,Austin Bergstrom International Airport,Austin,United States,AUS,KAUS,30.19,-97.67,542.0,America/Chicago
325,King Khaled International Airport,Riyadh,Saudi Arabia,RUH,OERK,24.96,46.7,2049.0,Asia/Riyadh
326,General Mariano Escobedo International Airport,Monterrey,Mexico,MTY,MMMY,25.78,-100.11,1278.0,America/Mexico_City
327,Tocumen International Airport,Panama City,Panama,PTY,MPTO,9.07,-79.38,135.0,America/Panama
328,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,DAC,VGZR,23.84,90.4,30.0,Asia/Dhaka
329,Nanjing Lukou Airport,Nanjing,China,NKG,ZSNJ,31.74,118.86,49.0,Asia/Shanghai
330,Tianjin Binhai International Airport,Tianjin,China,TSN,ZBTJ,39.12,117.35,10.0,Asia/Shanghai
331,Ronald Reagan Washington National Airport,Washington,United States,DCA,KDCA,38.85,-77.04,15.0,America/New_York
332,Orlando International Airport,Orlando,United States,MCO,KMCO,28.43,-81.31,96.0,America/New_York
333,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,Peru,PCL,SPCL,-8.38,-74.57,513.0,America/Lima
334,Cataratas International Airport,Foz Do Iguacu,Brazil,IGU,SBFI,-25.6,-54.49,786.0,America/Sao_Paulo
335,Gdańsk Lech Wałęsa Airport,Gdansk,Poland,GDN,EPGD,54.38,18.47,489.0,Europe/Warsaw
336,,,,,,,,,
337,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,GIG,SBGL,-22.81,-43.25,28.0,America/Sao_Paulo
338,Yangon International Airport,Yangon,Burma,RGN,VYYY,16.91,96.13,109.0,Asia/Rangoon
339,Sochi International Airport,Sochi,Russia,AER,URSS,43.45,39.96,89.0,Europe/Moscow
340,Kansai International Airport,Osaka,Japan,KIX,RJBB,34.43,135.24,26.0,Asia/Tokyo
341,Eleftherios Venizelos International Airport,Athens,Greece,ATH,LGAV,37.94,23.94,308.0,Europe/Athens
342,Zagreb Airport,Zagreb,Croatia,ZAG,LDZA,45.74,16.07,353.0,Europe/Zagreb
343,Gerald R. Ford International Airport,Grand Rapids,United States,GRR,KGRR,42.88,-85.52,794.0,America/New_York
344,Austin Bergstrom International Airport,Austin,United States,AUS,KAUS,30.19,-97.67,542.0,America/Chicago
345,Halifax / Stanfield International Airport,Halifax,Canada,YHZ,CYHZ,44.88,-63.51,477.0,America/Halifax
346,Chubu Centrair International Airport,Nagoya,Japan,NGO,RJGG,34.86,136.8,15.0,Asia/Tokyo
347,Belgrade Nikola Tesla Airport,Belgrade,Serbia,BEG,LYBE,44.82,20.31,335.0,Europe/Belgrade
348,Washington Dulles International Airport,Washington,United States,IAD,KIAD,38.94,-77.46,312.0,America/New_York
349,General Abelardo L. Rodríguez International Airport,Tijuana,Mexico,TIJ,MMTJ,32.54,-116.97,489.0,America/Tijuana
350,Osaka International Airport,Osaka,Japan,ITM,RJOO,34.79,135.44,50.0,Asia/Tokyo
351,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,LEMD,40.47,-3.56,1998.0,Europe/Madrid
352,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,Peru,PCL,SPCL,-8.38,-74.57,513.0,America/Lima
353,Alberto Alcolumbre Airport,Macapa,Brazil,MCP,SBMQ,0.05,-51.07,56.0,America/Fortaleza
354,Charleston Air Force Base-International Airport,Charleston,United States,CHS,KCHS,32.9,-80.04,46.0,America/New_York
355,Portland International Airport,Portland,United States,PDX,KPDX,45.59,-122.6,31.0,America/Los_Angeles
356,Birmingham International Airport,Birmingham,United Kingdom,BHX,EGBB,52.45,-1.75,327.0,Europe/London
357,Suvarnabhumi Airport,Bangkok,Thailand,BKK,VTBS,13.68,100.75,5.0,Asia/Bangkok
358,Maestro Wilson Fonseca Airport,Santarem,Brazil,STM,SBSN,-2.42,-54.79,198.0,America/Belem
359,Pune Airport,Pune,India,PNQ,VAPO,18.58,73.92,1942.0,Asia/Calcutta
360,Changsha Huanghua International Airport,Changcha,China,CSX,ZGHA,28.19,113.22,217.0,Asia/Shanghai
361,Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,HER,LGIR,35.34,25.18,115.0,Europe/Athens
362,Eurico de Aguiar Salles Airport,Vitoria,Brazil,VIX,SBVT,-20.26,-40.29,11.0,America/Sao_Paulo
363,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.03,8.57,364.0,Europe/Berlin
364,Barcelona International Airport,Barcelona,Spain,BCN,LEBL,41.3,2.08,12.0,Europe/Madrid
365,Tirana International Airport Mother Teresa,Tirana,Albania,TIA,LATI,41.41,19.72,126.0,Europe/Tirane
366,Il Caravaggio International Airport,Bergamo,Italy,BGY,LIME,45.67,9.7,782.0,Europe/Rome
367,Albuquerque International Sunport,Albuquerque,United States,ABQ,KABQ,35.04,-106.61,5355.0,America/Denver
368,Portland International Airport,Portland,United States,PDX,KPDX,45.59,-122.6,31.0,America/Los_Angeles
369,Xining Caojiabu Airport,Xining,China,XNN,ZLXN,36.53,102.04,7119.0,Asia/Shanghai
370,Sanya Phoenix International Airport,Sanya,China,SYX,ZJSY,18.3,109.41,92.0,Asia/Shanghai
371,Riga International Airport,Riga,Latvia,RIX,EVRA,56.92,23.97,36.0,Europe/Riga
372,Afonso Pena Airport,Curitiba,Brazil,CWB,SBCT,-25.53,-49.18,2988.0,America/Sao_Paulo
373,Eppley Airfield,Omaha,United States,OMA,KOMA,41.3,-95.89,984.0,America/Chicago
374,Piarco International Airport,Port-of-spain,Trinidad and Tobago,POS,TTPP,10.6,-61.34,58.0,America/Port_of_Spain
375,Presidente Peron Airport,Neuquen,Argentina,NQN,SAZN,-38.95,-68.16,895.0,America/Argentina/Salta
376,Governador José Richa Airport,Londrina,Brazil,LDB,SBLO,-23.33,-51.13,1867.0,America/Sao_Paulo
377,Munich Airport,Munich,Germany,MUC,EDDM,48.35,11.79,1487.0,Europe/Berlin
378,San Antonio International Airport,San Antonio,United States,SAT,KSAT,29.53,-98.47,809.0,America/Chicago
379,Hamburg Airport,Hamburg,Germany,HAM,EDDH,53.63,9.99,53.0,Europe/Berlin
380,Sardar Vallabhbhai Patel International Airport,Ahmedabad,India,AMD,VAAH,23.08,72.63,189.0,Asia/Calcutta
381,Shijiazhuang Daguocun International Airport,Shijiazhuang,China,SJW,ZBSJ,38.28,114.7,233.0,Asia/Shanghai
382,Stuttgart Airport,Stuttgart,Germany,STR,EDDS,48.69,9.22,1276.0,Europe/Berlin
383,Louis Armstrong New Orleans International Airport,New Orleans,United States,MSY,KMSY,29.99,-90.26,4.0,America/Chicago
384,Tampa International Airport,Tampa,United States,TPA,KTPA,27.98,-82.53,26.0,America/New_York
385,London Gatwick Airport,London,United Kingdom,LGW,EGKK,51.15,-0.19,202.0,Europe/London
386,Jorge Wilsterman International Airport,Cochabamba,Bolivia,CBB,SLCB,-17.42,-66.18,8360.0,America/La_Paz
387,Maestro Wilson Fonseca Airport,Santarem,Brazil,STM,SBSN,-2.42,-54.79,198.0,America/Belem
388,Almirante Marco Andres Zar Airport,Trelew,Argentina,REL,SAVT,-43.21,-65.27,141.0,America/Catamarca
389,Vienna International Airport,Vienna,Austria,VIE,LOWW,48.11,16.57,600.0,Europe/Vienna
390,Sheremetyevo International Airport,Moscow,Russia,SVO,UUEE,55.97,37.41,622.0,Europe/Moscow
391,Juanda International Airport,Surabaya,Indonesia,SUB,WARR,-7.38,112.79,9.0,Asia/Jakarta
392,John Glenn Columbus International Airport,Columbus,United States,CMH,KCMH,40.0,-82.89,815.0,America/New_York
393,Philip S. W. Goldson International Airport,Belize City,Belize,BZE,MZBZ,17.54,-88.31,15.0,America/Belize
394,Philip S. W. Goldson International Airport,Belize City,Belize,BZE,MZBZ,17.54,-88.31,15.0,America/Belize
395,Chhatrapati Shivaji International Airport,Mumbai,India,BOM,VABB,19.09,72.87,39.0,Asia/Calcutta
396,Lyon Saint-Exupéry Airport,Lyon,France,LYS,LFLL,45.73,5.08,821.0,Europe/Paris
397,Vitória da Conquista Airport,Vitória Da Conquista,Brazil,VDC,SBQV,-14.86,-40.86,3002.0,America/Fortaleza
398,El Alto International Airport,La Paz,Bolivia,LPB,SLLP,-16.51,-68.19,13355.0,America/La_Paz
399,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,SGN,VVTS,10.82,106.65,33.0,Asia/Saigon
400,Congonhas Airport,Sao Paulo,Brazil,CGH,SBSP,-23.63,-46.66,2631.0,America/Sao_Paulo
401,Geneva Cointrin International Airport,Geneva,Switzerland,GVA,LSGG,46.24,6.11,1411.0,Europe/Paris
402,Eppley Airfield,Omaha,United States,OMA,KOMA,41.3,-95.89,984.0,America/Chicago
403,Kazan International Airport,Kazan,Russia,KZN,UWKD,55.61,49.28,411.0,Europe/Moscow
404,Tucson International Airport,Tucson,United States,TUS,KTUS,32.12,-110.94,2643.0,America/Phoenix
405,Capitan FAP Carlos Martinez De Pinillos International Airport,Trujillo,Peru,TRU,SPRU,-8.08,-79.11,106.0,America/Lima
406,,,,,,,,,
407,William P Hobby Airport,Houston,United States,HOU,KHOU,29.65,-95.28,46.0,America/Chicago
408,Capitan FAP Carlos Martinez De Pinillos International Airport,Trujillo,Peru,TRU,SPRU,-8.08,-79.11,106.0,America/Lima
409,Jorge Wilsterman International Airport,Cochabamba,Bolivia,CBB,SLCB,-17.42,-66.18,8360.0,America/La_Paz
410,San Carlos De Bariloche Airport,San Carlos De Bariloche,Argentina,BRC,SAZS,-41.15,-71.16,2774.0,America/Argentina/Salta
411,General Mariano Escobedo International Airport,Monterrey,Mexico,MTY,MMMY,25.78,-100.11,1278.0,America/Mexico_City
412,Glasgow International Airport,Glasgow,United Kingdom,GLA,EGPF,55.87,-4.43,26.0,Europe/London
413,Glasgow International Airport,Glasgow,United Kingdom,GLA,EGPF,55.87,-4.43,26.0,Europe/London
414,Almirante Marco Andres Zar Airport,Trelew,Argentina,REL,SAVT,-43.21,-65.27,141.0,America/Catamarca
415,Orlando International Airport,Orlando,United States,MCO,KMCO,28.43,-81.31,96.0,America/New_York
416,Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,GRU,SBGR,-23.44,-46.47,2459.0,America/Sao_Paulo
417,Ontario International Airport,Ontario,United States,ONT,KONT,34.06,-117.6,944.0,America/Los_Angeles
418,Zagreb Airport,Zagreb,Croatia,ZAG,LDZA,45.74,16.07,353.0,Europe/Zagreb
419,McCarran International Airport,Las Vegas,United States,LAS,KLAS,36.08,-115.15,2181.0,America/Los_Angeles
420,El Plumerillo Airport,Mendoza,Argentina,MDZ,SAME,-32.83,-68.79,2310.0,America/Mendoza
421,Trondheim Airport Værnes,Trondheim,Norway,TRD,ENVA,63.46,10.92,56.0,Europe/Oslo
422,Daniel K Inouye International Airport,Honolulu,United States,HNL,PHNL,21.32,-157.92,13.0,Pacific/Honolulu
423,Gerald R. Ford International Airport,Grand Rapids,United States,GRR,KGRR,42.88,-85.52,794.0,America/New_York
424,Capitan FAP Carlos Martinez De Pinillos International Airport,Trujillo,Peru,TRU,SPRU,-8.08,-79.11,106.0,America/Lima
425,Stockholm-Arlanda Airport,Stockholm,Sweden,ARN,ESSA,59.65,17.92,137.0,Europe/Stockholm
426,Bahia - Jorge Amado Airport,Ilheus,Brazil,IOS,SBIL,-14.82,-39.03,15.0,America/Fortaleza
427,Ürümqi Diwopu International Airport,Urumqi,China,URC,ZWWW,43.91,87.47,2125.0,Asia/Shanghai
428,Santa Genoveva Airport,Goiania,Brazil,GYN,SBGO,-16.63,-49.22,2450.0,America/Sao_Paulo
429,General Mariano Escobedo International Airport,Monterrey,Mexico,MTY,MMMY,25.78,-100.11,1278.0,America/Mexico_City
430,Tocumen International Airport,Panama City,Panama,PTY,MPTO,9.07,-79.38,135.0,America/Panama
431,Reno Tahoe International Airport,Reno,United States,RNO,KRNO,39.5,-119.77,4415.0,America/Los_Angeles
432,Silvio Pettirossi International Airport,Asuncion,Paraguay,ASU,SGAS,-25.24,-57.52,292.0,America/Asuncion
433,Zhengzhou Xinzheng International Airport,Zhengzhou,China,CGO,ZHCC,34.52,113.84,495.0,Asia/Shanghai
434,Matecaña International Airport,Pereira,Colombia,PEI,SKPE,4.8100000000000005,-75.74,4416.0,America/Bogota
435,Kazan International Airport,Kazan,Russia,KZN,UWKD,55.61,49.28,411.0,Europe/Moscow
436,Senador Nilo Coelho Airport,Petrolina,Brazil,PNZ,SBPL,-9.36,-40.57,1263.0,America/Fortaleza
437,Trondheim Airport Værnes,Trondheim,Norway,TRD,ENVA,63.46,10.92,56.0,Europe/Oslo
438,Simón Bolívar International Airport,Caracas,Venezuela,CCS,SVMI,10.6,-66.99,234.0,America/Caracas
439,Phoenix Sky Harbor International Airport,Phoenix,United States,PHX,KPHX,33.43,-112.01,1135.0,America/Phoenix
440,Viru Viru International Airport,Santa Cruz,Bolivia,VVI,SLVR,-17.64,-63.14,1224.0,America/La_Paz
441,Fuerteventura Airport,Fuerteventura,Spain,FUE,GCFV,28.45,-13.86,85.0,Atlantic/Canary
442,Capitan FAP Jose A Quinones Gonzales International Airport,Chiclayo,Peru,CIX,SPHI,-6.79,-79.83,97.0,America/Lima
443,Presidente Peron Airport,Neuquen,Argentina,NQN,SAZN,-38.95,-68.16,895.0,America/Argentina/Salta
444,Cataratas International Airport,Foz Do Iguacu,Brazil,IGU,SBFI,-25.6,-54.49,786.0,America/Sao_Paulo
445,Salgado Filho Airport,Porto Alegre,Brazil,POA,SBPA,-29.99,-51.17,11.0,America/Sao_Paulo
446,Munich Airport,Munich,Germany,MUC,EDDM,48.35,11.79,1487.0,Europe/Berlin
447,Cleveland Hopkins International Airport,Cleveland,United States,CLE,KCLE,41.41,-81.85,791.0,America/New_York
448,Presidente Castro Pinto International Airport,Joao Pessoa,Brazil,JPA,SBJP,-7.15,-34.95,217.0,America/Fortaleza
449,Governador Aluízio Alves International Airport,Natal,Brazil,NAT,SBSG,-5.77,-35.38,272.0,America/Fortaleza
450,Ingeniero Ambrosio Taravella Airport,Cordoba,Argentina,COR,SACO,-31.32,-64.21,1604.0,America/Cordoba
451,Norfolk International Airport,Norfolk,United States,ORF,KORF,36.89,-76.2,26.0,America/New_York
452,Leite Lopes Airport,Ribeirao Preto,Brazil,RAO,SBRP,-21.14,-47.78,1806.0,America/Sao_Paulo
453,Pinto Martins International Airport,Fortaleza,Brazil,FOR,SBFZ,-3.7800000000000002,-38.53,82.0,America/Fortaleza
454,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,LEMD,40.47,-3.56,1998.0,Europe/Madrid
455,Chennai International Airport,Madras,India,MAA,VOMM,12.99,80.17,52.0,Asia/Calcutta
456,Southwest Florida International Airport,Fort Myers,United States,RSW,KRSW,26.54,-81.76,30.0,America/New_York
457,Netaji Subhash Chandra Bose International Airport,Kolkata,India,CCU,VECC,22.65,88.45,16.0,Asia/Calcutta
458,Eppley Airfield,Omaha,United States,OMA,KOMA,41.3,-95.89,984.0,America/Chicago
459,Platov International Airport,Rostov,Russia,ROV,URRP,47.49,39.92,213.0,Europe/Moscow
460,Zhengzhou Xinzheng International Airport,Zhengzhou,China,CGO,ZHCC,34.52,113.84,495.0,Asia/Shanghai
461,Pulkovo Airport,St. Petersburg,Russia,LED,ULLI,59.8,30.26,78.0,Europe/Moscow
462,San Francisco International Airport,San Francisco,United States,SFO,KSFO,37.62,-122.38,13.0,America/Los_Angeles
463,Newark Liberty International Airport,Newark,United States,EWR,KEWR,40.69,-74.17,18.0,America/New_York
464,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,45.47,-73.74,118.0,America/Toronto
